gene_id	log2FC_RNA	lfcSE_RNA	pvalue_RNA	padj_RNA	baseMean_counts_RNA	log2FC_basis_RNA	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus
MM_RS06660	-1.64185400532036	1.27696377843081	0.198530919205233	0.413183396438567	34465.0653332911	raw_counts / DESeq2 median-of-ratios	73.408	18.493	15265.334	4148.508	15265.334	4148.508
MM_RS04080	-0.8205677410742	0.639232728144902	0.199255329126135	0.413183396438567	1375.26075742895	raw_counts / DESeq2 median-of-ratios	2.089	1.139	452.566	239.095	452.566	239.095
MM_RS00190	-0.792103811909992	0.617266075512879	0.199406137592797	0.413183396438567	38.9590864242393	raw_counts / DESeq2 median-of-ratios	0.034	0.018	7.248	3.828	7.248	3.828
MM_RS10185	0.708144093930191	0.551639531423357	0.199244135112301	0.413183396438567	49.3469234532429	raw_counts / DESeq2 median-of-ratios	0.624	0.95	132.427	202.793	132.427	202.793
MM_RS04160	0.683001043079	0.531339668295309	0.198641344793871	0.413183396438567	60.9541525763195	raw_counts / DESeq2 median-of-ratios	0.101	0.144	21.426	31.039	21.426	31.039
MM_RS16180	0.644151309605649	0.501986184322794	0.199420175445465	0.413183396438567	91.0631433473472	raw_counts / DESeq2 median-of-ratios	0.084	0.129	17.745	27.194	17.745	27.194
MM_RS07955	-0.551331785585551	0.429285232049584	0.199036385947673	0.413183396438567	823.499560297154	raw_counts / DESeq2 median-of-ratios	2.232	1.308	476.942	283.367	476.942	283.367
MM_RS05345	0.499198388485767	0.388021884729748	0.198261217987797	0.413183396438567	421.227760927313	raw_counts / DESeq2 median-of-ratios	1.578	1.998	336.399	429.273	336.399	429.273
MM_RS07270	-0.666925582140685	0.5200726724209	0.199712890144315	0.413431619337712	86.7517714956768	raw_counts / DESeq2 median-of-ratios	0.946	0.558	202.821	118.378	202.821	118.378
MM_RS02515	0.820408697275727	0.640199154924416	0.200021674726236	0.413478409331913	46.4397516219944	raw_counts / DESeq2 median-of-ratios	0.051	0.09	10.909	18.811	10.909	18.811
MM_RS13285	-0.669945514956355	0.523056812902727	0.200254286075431	0.413478409331913	147.934611014311	raw_counts / DESeq2 median-of-ratios	0.522	0.305	112.301	64.694	112.301	64.694
MM_RS07980	-0.570382073203784	0.445313531248118	0.200244593325114	0.413478409331913	595.406994345607	raw_counts / DESeq2 median-of-ratios	2.006	1.2	430.465	257.455	430.465	257.455
MM_RS11250	0.847851775085792	0.663606614115217	0.2013756347311	0.415352110784827	73.462935878383	raw_counts / DESeq2 median-of-ratios	0.148	0.252	31.949	53.096	31.949	53.096
MM_RS11650	0.785491408934373	0.614979847250143	0.201509179636302	0.415352110784827	46.4015864562608	raw_counts / DESeq2 median-of-ratios	0.076	0.115	16.267	24.761	16.267	24.761
MM_RS05560	0.568829301195441	0.445892655138901	0.202058383709621	0.416125405210771	159.131038277273	raw_counts / DESeq2 median-of-ratios	0.36	0.498	76.043	106.479	76.043	106.479
MM_RS02590	0.735036814599179	0.576499919436241	0.202309599735478	0.416284210815428	85.8519431022701	raw_counts / DESeq2 median-of-ratios	0.264	0.364	56.474	79.716	56.474	79.716
MM_RS08735	0.590121274940855	0.463369698540927	0.202825394266996	0.416986687611683	333402.777421248	raw_counts / DESeq2 median-of-ratios	158500.511	198529.207	33663363.046	43447641.725	33663363.046	43447641.725
MM_RS05770	0.5109737371979	0.402281500148119	0.204017137213097	0.418716716803876	806.063412317761	raw_counts / DESeq2 median-of-ratios	1.789	2.406	382.75	510.245	382.75	510.245
MM_RS03655	-0.474323906269845	0.373407151210756	0.203992280937303	0.418716716803876	476.654873035612	raw_counts / DESeq2 median-of-ratios	0.53	0.354	112.369	75.691	112.369	75.691
MM_RS05635	0.536411584409285	0.422822816343826	0.204568101404144	0.419487418917074	225.938912939609	raw_counts / DESeq2 median-of-ratios	1.253	1.61	267.259	346.941	267.259	346.941
MM_RS00095	-0.680316296558986	0.536525637419901	0.204796760262394	0.419596447118581	60.6447423136133	raw_counts / DESeq2 median-of-ratios	2.713	1.633	574.81	345.646	574.81	345.646
MM_RS09300	-0.775573149230047	0.61250621565433	0.205431098280111	0.420176010254701	64.2331769715605	raw_counts / DESeq2 median-of-ratios	2.145	1.283	457.262	267.175	457.262	267.175
MM_RS02915	0.711281698763304	0.561630057107277	0.205348634755488	0.420176010254701	51.1898594973563	raw_counts / DESeq2 median-of-ratios	1.768	2.578	377.154	555.513	377.154	555.513
MM_RS06830	-0.738244792246649	0.584067415823855	0.206240118516144	0.421209495638697	45.1504555900361	raw_counts / DESeq2 median-of-ratios	0.078	0.044	16.426	9.38	16.426	9.38
MM_RS12475	-0.643938369730498	0.509510816796056	0.206288715764498	0.421209495638697	71.8943636455717	raw_counts / DESeq2 median-of-ratios	0.33	0.202	69.872	42.872	69.872	42.872
MM_RS04650	0.46290621291753	0.367005387800807	0.20719850722254	0.422706169598201	468.340286443334	raw_counts / DESeq2 median-of-ratios	1.117	1.426	237.297	304.675	237.297	304.675
MM_RS15375	0.687207391264906	0.545444177589211	0.20770393597471	0.423138902429087	65.5442568555367	raw_counts / DESeq2 median-of-ratios	0.136	0.196	28.649	42.224	28.649	42.224
MM_RS03355	0.596424611094097	0.473452012827084	0.207764563551547	0.423138902429087	102.086602166898	raw_counts / DESeq2 median-of-ratios	0.172	0.244	36.48	52.017	36.48	52.017
MM_RS06580	-0.979393567235709	0.778003738419064	0.208082862932605	0.423189438751159	558.954837250684	raw_counts / DESeq2 median-of-ratios	1.272	0.619	263.023	132.943	263.023	132.943
MM_RS11210	-0.681878850584427	0.541900741454073	0.208279847095633	0.423189438751159	91.7275295209976	raw_counts / DESeq2 median-of-ratios	0.384	0.233	80.837	49.39	80.837	49.39
MM_RS08370	-0.593825945940852	0.471965623286263	0.20832035525308	0.423189438751159	463.463686411022	raw_counts / DESeq2 median-of-ratios	27.409	17.772	5875.131	3736.359	5875.131	3736.359
MM_RS02610	0.647745247057114	0.516520000836715	0.209821482141714	0.425877049066925	60.5403750658535	raw_counts / DESeq2 median-of-ratios	0.07	0.102	14.953	21.869	14.953	21.869
MM_RS08285	-0.805243982668402	0.6429135352159	0.210390685136519	0.426670168075842	227.86636095981	raw_counts / DESeq2 median-of-ratios	0.114	0.066	23.751	13.906	23.751	13.906
MM_RS10830	0.966296020333281	0.774425757698966	0.212119653273696	0.429811941506277	45.1113310292948	raw_counts / DESeq2 median-of-ratios	0.025	0.046	5.526	9.682	5.526	9.682
MM_RS18475	0.965251596995357	0.774643936001523	0.212742949374981	0.430709900047061	36.3334188196483	raw_counts / DESeq2 median-of-ratios	2.34	4.695	503.718	974.809	503.718	974.809
MM_RS11665	-0.670911413340826	0.539317115565487	0.213498934025457	0.431874747254541	90.7583557064965	raw_counts / DESeq2 median-of-ratios	0.49	0.289	103.194	61.77	103.194	61.77
MM_RS08490	0.909673398156194	0.731583499529657	0.213709155535895	0.43193456541532	35.8171651188017	raw_counts / DESeq2 median-of-ratios	0.11	0.169	23.247	37.253	23.247	37.253
MM_RS03575	0.961665177535504	0.774168658842879	0.214166177138332	0.432168553390114	43.7672457653976	raw_counts / DESeq2 median-of-ratios	0.153	0.309	32.98	63.973	32.98	63.973
MM_RS00340	-0.507625726632078	0.408671646748005	0.214186422320069	0.432168553390114	195.277686518273	raw_counts / DESeq2 median-of-ratios	0.137	0.091	29.173	19.45	29.173	19.45
MM_RS05965	0.609650727149393	0.492284316062507	0.215563391551838	0.4345801595282	490.606517538174	raw_counts / DESeq2 median-of-ratios	0.915	1.366	192.105	289.947	192.105	289.947
MM_RS03645	0.617508364788738	0.499726549657314	0.216572875031473	0.436247467733994	68.5647903412007	raw_counts / DESeq2 median-of-ratios	0.317	0.447	67.413	95.608	67.413	95.608
MM_RS18050	0.818725615551525	0.664112223704965	0.21764585879828	0.438039771369265	37.8473735868956	raw_counts / DESeq2 median-of-ratios	0.053	0.086	11.405	18.293	11.405	18.293
MM_RS07775	0.707291519742472	0.574314270488575	0.218120625416107	0.438519568448259	105.528500890058	raw_counts / DESeq2 median-of-ratios	0.35	0.546	75.32	115.168	75.32	115.168
MM_RS11380	-0.556163959680304	0.451728046741323	0.218251060833722	0.438519568448259	148.204705981387	raw_counts / DESeq2 median-of-ratios	0.48	0.318	101.768	67.288	101.768	67.288
MM_RS00335	0.794682103656678	0.646557776843972	0.21903550951638	0.439726199205428	94.32155560385	raw_counts / DESeq2 median-of-ratios	0.07	0.109	15.063	23.301	15.063	23.301
MM_RS17240	-0.80809489979819	0.659205719116887	0.220250805814922	0.441483361687541	44.0745015595887	raw_counts / DESeq2 median-of-ratios	0.152	0.078	32.711	16.654	32.711	16.654
MM_RS13785	0.679286801872013	0.55416529448667	0.220280071306247	0.441483361687541	101.214160442849	raw_counts / DESeq2 median-of-ratios	0.133	0.201	27.982	43.044	27.982	43.044
MM_RS07590	0.799342692013094	0.654025418566129	0.221636151275206	0.442971215625653	32.8374204415606	raw_counts / DESeq2 median-of-ratios	0.063	0.096	13.369	20.707	13.369	20.707
MM_RS03630	-0.688004498130298	0.563302729074928	0.221943646805889	0.442971215625653	58.0355912979026	raw_counts / DESeq2 median-of-ratios	0.24	0.134	50.727	28.956	50.727	28.956
MM_RS03320	-0.562885363643136	0.461051459781404	0.222134039119682	0.442971215625653	103.22928589497	raw_counts / DESeq2 median-of-ratios	0.461	0.286	98.261	61.145	98.261	61.145
MM_RS03685	0.512846188205129	0.419714009771069	0.221747572393708	0.442971215625653	292.550634125649	raw_counts / DESeq2 median-of-ratios	0.891	1.206	190.547	255.579	190.547	255.579
MM_RS01385	-0.476708745861403	0.390458726602424	0.222126128104079	0.442971215625653	3715.13101235162	raw_counts / DESeq2 median-of-ratios	2608.303	1790.927	551012.384	381081.628	551012.384	381081.628
MM_RS06430	0.445111582330267	0.364414755286038	0.221918614725141	0.442971215625653	623.685099319681	raw_counts / DESeq2 median-of-ratios	2.619	3.353	555.764	714.374	555.764	714.374
MM_RS02560	0.555740273760695	0.455812005477445	0.222756407071721	0.443842141090404	100.125022511316	raw_counts / DESeq2 median-of-ratios	0.537	0.727	114.418	155.369	114.418	155.369
MM_RS06470	-0.907532115037214	0.745010113698646	0.223167973203339	0.444291943321552	51.1663940944216	raw_counts / DESeq2 median-of-ratios	0.128	0.056	27.717	12.23	27.717	12.23
MM_RS09365	0.641911669968432	0.52755251281951	0.223690583773951	0.444422017852121	71.7804205654781	raw_counts / DESeq2 median-of-ratios	0.293	0.436	61.792	92.704	61.792	92.704
MM_RS08870	0.632365923064359	0.519685335273223	0.223670941498265	0.444422017852121	65.1166692896119	raw_counts / DESeq2 median-of-ratios	0.154	0.221	32.592	47.241	32.592	47.241
MM_RS03515	0.506071852639648	0.416003236882734	0.22379092827016	0.444422017852121	321.288301146901	raw_counts / DESeq2 median-of-ratios	2.332	3.226	493.508	682.666	493.508	682.666
MM_RS07225	0.628060452745143	0.516532046441043	0.22401627854521	0.444500350208794	120.929149064626	raw_counts / DESeq2 median-of-ratios	0.146	0.229	30.941	48.081	30.941	48.081
MM_RS12985	-0.652851068328527	0.537411002621804	0.224439411938616	0.444602016524632	750.911873048981	raw_counts / DESeq2 median-of-ratios	1.578	0.887	331.046	192.758	331.046	192.758
MM_RS03085	-0.486743537229683	0.400594937164357	0.224346394686341	0.444602016524632	238.033573854985	raw_counts / DESeq2 median-of-ratios	1.664	1.116	352.807	237.881	352.807	237.881
MM_RS14375	-0.936965288513854	0.77169004607175	0.224681633795228	0.444707719684824	36.0734503095349	raw_counts / DESeq2 median-of-ratios	0.668	0.361	143.307	74.769	143.307	74.769
MM_RS17140	-0.56195141299891	0.463009298219363	0.224864756628588	0.444707719684824	116.181619544024	raw_counts / DESeq2 median-of-ratios	0.12	0.077	25.377	16.374	25.377	16.374
MM_RS08035	0.711895110088334	0.587540797406698	0.225645537048723	0.445883040564873	42.5941547593732	raw_counts / DESeq2 median-of-ratios	0.333	0.491	70.663	105.662	70.663	105.662
MM_RS01635	0.483341573526359	0.399343127596211	0.226147866549973	0.446506646507833	219.880680852863	raw_counts / DESeq2 median-of-ratios	0.312	0.41	66.339	87.14	66.339	87.14
MM_RS04655	0.468034621893005	0.386911714250823	0.226406410515094	0.446648290050816	1048.46476841223	raw_counts / DESeq2 median-of-ratios	3.085	3.758	656.442	811.336	656.442	811.336
MM_RS12970	0.521212649291044	0.431370414149721	0.226942783076587	0.447337340755251	249.484558066699	raw_counts / DESeq2 median-of-ratios	0.307	0.392	64.967	84.624	64.967	84.624
MM_RS17120	-0.509039821769521	0.421707179732451	0.227396296534607	0.447862063438423	186.879851643519	raw_counts / DESeq2 median-of-ratios	0.15	0.096	31.858	20.645	31.858	20.645
MM_RS13440	-0.535871825777097	0.444739700925974	0.228237602629939	0.449149059990276	186.575254557582	raw_counts / DESeq2 median-of-ratios	0.219	0.143	46.835	30.29	46.835	30.29
MM_RS11475	-0.741613604897987	0.615779075070512	0.228454281211829	0.44920574537622	44.8583981587933	raw_counts / DESeq2 median-of-ratios	0.167	0.087	35.828	18.919	35.828	18.919
MM_RS00790	0.71823473494111	0.59768610638661	0.229482802445493	0.450487176229207	37.6879367225143	raw_counts / DESeq2 median-of-ratios	0.1	0.153	21.196	32.552	21.196	32.552
MM_RS18870	-0.543924714670727	0.452621601903911	0.229471787120413	0.450487176229207	283.549461780319	raw_counts / DESeq2 median-of-ratios	18.26	10.723	3886.536	2331.361	3886.536	2331.361
MM_RS14930	0.728037466365199	0.606981308587085	0.230357026379147	0.451774209605904	119.116340587791	raw_counts / DESeq2 median-of-ratios	0.169	0.299	35.841	61.928	35.841	61.928
MM_RS00625	0.565162475221679	0.47134978299452	0.230516326105899	0.451774209605904	86.1690543742655	raw_counts / DESeq2 median-of-ratios	0.404	0.56	85.869	119.242	85.869	119.242
MM_RS04140	0.550896837213848	0.46024409971971	0.231319554727361	0.452977113311319	3875.18335359156	raw_counts / DESeq2 median-of-ratios	1996.196	2580.453	429112.576	553886.826	429112.576	553886.826
MM_RS03690	-0.754256159070027	0.630771367934292	0.23178714267371	0.453521324167627	86.2294470479835	raw_counts / DESeq2 median-of-ratios	2.17	1.276	467.169	266.756	467.169	266.756
MM_RS08125	-0.844595721199353	0.708049938633305	0.232929035858394	0.454639448765241	74.9853515936074	raw_counts / DESeq2 median-of-ratios	0.153	0.065	32.726	14.55	32.726	14.55
MM_RS06585	-0.815384079508421	0.683385898313941	0.232809374860129	0.454639448765241	449.819924611668	raw_counts / DESeq2 median-of-ratios	1.703	0.905	353.81	194.98	353.81	194.98
MM_RS08090	-0.566156204179581	0.474333576674323	0.232641365824711	0.454639448765241	210.351480738148	raw_counts / DESeq2 median-of-ratios	0.631	0.431	133.707	90.306	133.707	90.306
MM_RS06195	0.860685650534956	0.722751346492021	0.233713992086223	0.454686863367094	50.7615863544485	raw_counts / DESeq2 median-of-ratios	0.093	0.133	19.996	29.447	19.996	29.447
MM_RS15580	-0.730170132846281	0.612722977636961	0.233386477501312	0.454686863367094	64.6264424720522	raw_counts / DESeq2 median-of-ratios	0.29	0.181	61.342	37.694	61.342	37.694
MM_RS14750	-0.578145504585972	0.485482994541794	0.233705940924322	0.454686863367094	86.2061685227426	raw_counts / DESeq2 median-of-ratios	0.165	0.106	35.153	22.426	35.153	22.426
MM_RS00205	-0.552799730876873	0.464039970384176	0.233545209209971	0.454686863367094	402.694037184668	raw_counts / DESeq2 median-of-ratios	0.283	0.196	60.138	40.956	60.138	40.956
MM_RS13270	0.63698578587524	0.535183739109383	0.233960377873586	0.454796149183531	185.302910873762	raw_counts / DESeq2 median-of-ratios	0.28	0.427	60.134	89.594	60.134	89.594
MM_RS17060	-0.52033781033112	0.43756976264832	0.234379092984814	0.455239976707304	150.471226020562	raw_counts / DESeq2 median-of-ratios	0.321	0.208	67.906	44.388	67.906	44.388
MM_RS09305	-0.726529593236339	0.611681145996732	0.23492849606685	0.455642183482546	38.528029282853	raw_counts / DESeq2 median-of-ratios	0.361	0.207	77.133	43.774	77.133	43.774
MM_RS03470	0.598367243926381	0.503820225692597	0.234967299135918	0.455642183482546	1125.87285579255	raw_counts / DESeq2 median-of-ratios	571.52	763.587	123142.694	163725.706	123142.694	163725.706
MM_RS00540	1.85174869526857	1.56006948117366	0.235241218132537	0.455803689266528	424.16175779956	raw_counts / DESeq2 median-of-ratios	0.338	0.835	73.585	189.051	73.585	189.051
MM_RS11670	-0.594144964452837	0.501308975880588	0.235943453087079	0.456424592500975	75.1572800579687	raw_counts / DESeq2 median-of-ratios	0.13	0.077	27.742	16.686	27.742	16.686
MM_RS06925	0.591401630317291	0.498817704449775	0.235777640968436	0.456424592500975	128.988589580375	raw_counts / DESeq2 median-of-ratios	0.281	0.389	60.33	82.848	60.33	82.848
MM_RS03745	-0.461456266946379	0.390320623258411	0.237106813151975	0.458304276674512	306.10886081047	raw_counts / DESeq2 median-of-ratios	0.502	0.344	107.076	73.023	107.076	73.023
MM_RS13015	-0.680481941205299	0.576651511961337	0.237977346683385	0.458768419613417	44.9737173470089	raw_counts / DESeq2 median-of-ratios	0.125	0.073	26.711	15.563	26.711	15.563
MM_RS17625	0.597892668311056	0.506812024108736	0.238114432764638	0.458768419613417	2607.97026949187	raw_counts / DESeq2 median-of-ratios	34.364	53.055	7361.07	11069.276	7361.07	11069.276
MM_RS03095	-0.590306467918678	0.500152874939066	0.237899973412524	0.458768419613417	83.2213566135525	raw_counts / DESeq2 median-of-ratios	0.252	0.158	53.385	33.762	53.385	33.762
MM_RS12330	-0.459396178913416	0.389402386808755	0.238100975960454	0.458768419613417	293.2201299578	raw_counts / DESeq2 median-of-ratios	0.621	0.43	131.804	91.228	131.804	91.228
MM_RS08770	-0.700306338734797	0.594099160328582	0.238489725301724	0.459121524312739	585.407218573951	raw_counts / DESeq2 median-of-ratios	2.674	1.722	574.136	357.029	574.136	357.029
MM_RS15610	0.548873762839118	0.46655142405512	0.239415666488387	0.460533273188844	139.685108600858	raw_counts / DESeq2 median-of-ratios	0.162	0.233	34.373	49.062	34.373	49.062
MM_RS07440	-0.687920549683689	0.586628499609972	0.240928913761676	0.463003254807861	280.512987668633	raw_counts / DESeq2 median-of-ratios	0.409	0.241	85.411	51.556	85.411	51.556
MM_RS08650	0.676082164047542	0.576727018882737	0.241087014736841	0.463003254807861	90.8912409604288	raw_counts / DESeq2 median-of-ratios	0.051	0.072	10.837	15.664	10.837	15.664
MM_RS09180	-0.426040448264784	0.363678900140872	0.241408222752711	0.463248042216479	945.962681279069	raw_counts / DESeq2 median-of-ratios	0.783	0.558	166.453	118.294	166.453	118.294
MM_RS17450	-0.68258063204137	0.583323920081143	0.241937749660936	0.46352015980713	43.4405820639874	raw_counts / DESeq2 median-of-ratios	0.153	0.088	32.413	18.796	32.413	18.796
MM_RS12750	-0.454821021874602	0.388674872867941	0.241927029145786	0.46352015980713	1349.9429278019	raw_counts / DESeq2 median-of-ratios	3.963	2.536	843.871	547.771	843.871	547.771
MM_RS13660	0.578131991115768	0.494472443765201	0.242327289170052	0.463894754528097	87.5771604731647	raw_counts / DESeq2 median-of-ratios	0.166	0.22	35.381	47.406	35.381	47.406
